a	/a/
terratenientes	/teratenjentes/
terraza	/teraθa/
terrazas	/teraθas/
terremoto	/teremoto/
terremotos	/teremotos/
terrenal	/terenal/
terrenales	/terenales/
terreno	/tereno/
terrenos	/terenos/
terrestre	/terestɾe/
terrestres	/terestɾes/
terrible	/teriβle/
terriblemente	/teriβlemente/
terribles	/teriβles/
terrícola	/teˈrikola/
terrícolas	/teˈrikolas/
territorial	/teritoɾjal/
territoriales	/teritoɾjales/
territorio	/teritoɾjo/
territorios	/teritoɾjos/
terrón	/teˈron/
terrones	/terones/
terror	/teroɾ/
terrores	/teroɾes/
terrorífica	/teroˈɾifika/
terroríficas	/teroˈɾifikas/
terrorífico	/teroˈɾifiko/
terroríficos	/teroˈɾifikos/
terrorismo	/teroɾizmo/
terrorista	/teroɾista/
terroristas	/teroɾistas/
tersa	/teɾsa/
tertulia	/teɾtulja/
tés	/ˈtes/
tes	/tes/
tesalónica	/tesaˈlonika/
tesis	/tesis/
tesón	/teˈson/
tesorera	/tesoɾeɾa/
tesorería	/tesoɾeˈɾia/
tesorero	/tesoɾeɾo/
tesoro	/tesoɾo/
tesoros	/tesoɾos/
testa	/testa/
testaferro	/testafero/
testamento	/testamento/
testamentos	/testamentos/
testaruda	/testaɾuða/
testarudez	/testaɾuðeθ/
testarudo	/testaɾuðo/
testarudos	/testaɾuðos/
testeado	/testeaðo/
testear	/testeaɾ/
testicular	/testikulaɾ/
testículo	/teˈstikulo/
testículos	/teˈstikulos/
testifica	/testifika/
testificado	/testifikaðo/
testificando	/testifikando/
testificar	/testifikaɾ/
testificará	/testifikaˈɾa/
testificara	/testifikaɾa/
testificarán	/testifikaˈɾan/
testificarás	/testifikaˈɾas/
testificaré	/testifikaˈɾe/
testificaría	/testifikaˈɾia/
testificaron	/testifikaɾon/
testificas	/testifikas/
testificó	/testifiˈko/
testifico	/testifiko/
testifiqué	/testifiˈke/
testifique	/testifike/
testifiquen	/testifiken/
testifiques	/testifikes/
testigo	/testiɣo/
testigos	/testiɣos/
testimoniar	/testimonjaɾ/
testimonio	/testimonjo/
testimonios	/testimonjos/
teta	/teta/
tétano	/ˈtetano/
tétanos	/ˈtetanos/
tetas	/tetas/
tete	/tete/
tetera	/teteɾa/
teteras	/teteɾas/
tetilla	/tetiʎa/
tetillas	/tetiʎas/
tetona	/tetona/
tetonas	/tetonas/
tetra	/tetɾa/
tetrarca	/tetɾaɾka/
tétrico	/ˈtetɾiko/
teutones	/teutones/
Texas	/teksas/
textil	/tekstil/
textiles	/tekstiles/
texto	/teksto/
textos	/tekstos/
textual	/tekstwal/
textualmente	/tekstwalmente/
textura	/tekstuɾa/
texturas	/tekstuɾas/
tez	/teθ/
ti	/ti/
tía	/ˈtia/
tiara	/tjaɾa/
tiaras	/tjaɾas/
tías	/ˈtias/
tiberio	/tiβeɾjo/
tibetana	/tiβetana/
tibetano	/tiβetano/
tibetanos	/tiβetanos/
tibia	/tiβja/
tibias	/tiβjas/
tibio	/tiβjo/
tibios	/tiβjos/
tiburón	/tiβuˈɾon/
tiburones	/tiβuɾones/
tic	/tik/
tick	/tikk/
tictac	/tiktak/
tiembla	/tjembla/
tiemblan	/tjemblan/
tiemblas	/tjemblas/
tiemble	/tjemble/
tiemblen	/tjemblen/
tiembles	/tjembles/
tiemblo	/tjemblo/
tiempo	/tjempo/
tiempos	/tjempos/
tienda	/tjenda/
tiendan	/tjendan/
tiendas	/tjendas/
tiende	/tjende/
tienden	/tjenden/
tiendes	/tjendes/
tiendo	/tjendo/
tiene	/tjene/
tienen	/tjenen/
tienes	/tjenes/
tienta	/tjenta/
tientan	/tjentan/
tientas	/tjentas/
tiente	/tjente/
tientes	/tjentes/
tiento	/tjento/
tierna	/tjeɾna/
tiernamente	/tjeɾnamente/
tiernas	/tjeɾnas/
tierno	/tjeɾno/
tiernos	/tjeɾnos/
tierra	/tjera/
tierras	/tjeras/
tiesa	/tjesa/
tieso	/tjeso/
tiesos	/tjesos/
tiesto	/tjesto/
tifoidea	/tifoiðea/
tifón	/tiˈfon/
tifones	/tifones/
tifus	/tifus/
tigre	/tiɣɾe/
tigres	/tiɣɾes/
tijera	/tixeɾa/
tijeras	/tixeɾas/
tila	/tila/
tilda	/tilda/
tilde	/tilde/
tilden	/tilden/
tilín	/tiˈlin/
tilo	/tilo/
tima	/tima/
timado	/timaðo/
timador	/timaðoɾ/
timadora	/timaðoɾa/
timadores	/timaðoɾes/
timando	/timando/
timar	/timaɾ/
timaron	/timaɾon/
timas	/timas/
timba	/timba/
timbal	/timbal/
timbales	/timbales/
timbre	/timbɾe/
timbres	/timbɾes/
time	/time/
times	/times/
tímida	/ˈtimiða/
tímidamente	/ˈtimiðamente/
tímidas	/ˈtimiðas/
timidez	/timiðeθ/
tímido	/ˈtimiðo/
tímidos	/ˈtimiðos/
timó	/tiˈmo/
timo	/timo/
timón	/tiˈmon/
timones	/timones/
timos	/timos/
tímpano	/ˈtimpano/
tímpanos	/ˈtimpanos/
tina	/tina/
tinaja	/tinaxa/
tinas	/tinas/
tinglado	/tiŋglaðo/
tinieblas	/tinjeβlas/
tino	/tino/
tinta	/tinta/
tintadas	/tintaðas/
tintado	/tintaðo/
tintados	/tintaðos/
tintas	/tintas/
tinte	/tinte/
tintero	/tinteɾo/
tintes	/tintes/
tintinea	/tintinea/
tintinean	/tintinean/
tintineando	/tintineando/
tintinear	/tintineaɾ/
tintineo	/tintineo/
tinto	/tinto/
tintorería	/tintoɾeˈɾia/
tintorerías	/tintoɾeˈɾias/
tintorero	/tintoɾeɾo/
tintura	/tintuɾa/
tiña	/tiɲa/
tiñe	/tiɲe/
tiñen	/tiɲen/
tiñes	/tiɲes/
tiñó	/tiˈɲo/
tiño	/tiɲo/
tío	/ˈtio/
tíos	/ˈtios/
tiovivo	/tjoβiβo/
tipa	/tipa/
tipas	/tipas/
tipejo	/tipexo/
tipejos	/tipexos/
típica	/ˈtipika/
típicamente	/ˈtipikamente/
típicas	/ˈtipikas/
típico	/ˈtipiko/
típicos	/ˈtipikos/
tipo	/tipo/
tipografía	/tipoɣɾaˈfia/
tipográfico	/tipoˈɣɾafiko/
tipógrafo	/tiˈpoɣɾafo/
tipos	/tipos/
tiquismiquis	/tikizmikis/
tira	/tiɾa/
tiraba	/tiɾaβa/
tirábamos	/tiˈɾaβamos/
tiraban	/tiɾaβan/
tirabas	/tiɾaβas/
tirabuzón	/tiɾaβuˈθon/
tirad	/tiɾað/
tirada	/tiɾaða/
tiradas	/tiɾaðas/
tiradero	/tiɾaðeɾo/
tirado	/tiɾaðo/
tirador	/tiɾaðoɾ/
tiradora	/tiɾaðoɾa/
tiradores	/tiɾaðoɾes/
tirados	/tiɾaðos/
tiráis	/tiˈɾais/
tiramos	/tiɾamos/
tiran	/tiɾan/
tirana	/tiɾana/
tirando	/tiɾando/
tirándole	/tiˈɾandole/
tirándolo	/tiˈɾandolo/
tirándome	/tiˈɾandome/
tirándose	/tiˈɾandose/
tirándote	/tiˈɾandote/
tiranía	/tiɾaˈnia/
tiránico	/tiˈɾaniko/
tirano	/tiɾano/
tiranos	/tiɾanos/
tirante	/tiɾante/
tirantes	/tiɾantes/
tirar	/tiɾaɾ/
tirará	/tiɾaˈɾa/
tirara	/tiɾaɾa/
tirarán	/tiɾaˈɾan/
tiraran	/tiɾaɾan/
tirarás	/tiɾaˈɾas/
tiraras	/tiɾaɾas/
tiraré	/tiɾaˈɾe/
tirare	/tiɾaɾe/
tiraremos	/tiɾaɾemos/
tiraría	/tiɾaˈɾia/
tirarían	/tiɾaˈɾian/
tirarías	/tiɾaˈɾias/
tirarla	/tiɾaɾla/
tirarlas	/tiɾaɾlas/
tirarle	/tiɾaɾle/
tirarles	/tiɾaɾles/
tirarlo	/tiɾaɾlo/
tirarlos	/tiɾaɾlos/
tirarme	/tiɾaɾme/
tirarnos	/tiɾaɾnos/
tiraron	/tiɾaɾon/
tirarse	/tiɾaɾse/
tirarte	/tiɾaɾte/
tiras	/tiɾas/
tirase	/tiɾase/
tiraste	/tiɾaste/
tiré	/tiˈɾe/
tire	/tiɾe/
tiréis	/tiˈɾeis/
tiremos	/tiɾemos/
tiren	/tiɾen/
tires	/tiɾes/
tirita	/tiɾita/
tiritando	/tiɾitando/
tiritas	/tiɾitas/
tiró	/tiˈɾo/
tiro	/tiɾo/
tiroidea	/tiɾoiðea/
tiroides	/tiɾoiðes/
tirolés	/tiɾoˈles/
tirolesa	/tiɾolesa/
tirón	/tiˈɾon/
tirones	/tiɾones/
tiros	/tiɾos/
tiroteada	/tiɾoteaða/
tiroteado	/tiɾoteaðo/
tiroteados	/tiɾoteaðos/
tiroteo	/tiɾoteo/
tiroteos	/tiɾoteos/
tirso	/tiɾso/
tisana	/tisana/
tisis	/tisis/
tita	/tita/
titán	/tiˈtan/
titan	/titan/
titanes	/titanes/
titánica	/tiˈtanika/
titanio	/titanjo/
títere	/ˈtiteɾe/
títeres	/ˈtiteɾes/
titiritero	/titiɾiteɾo/
tito	/tito/
titubea	/tituβea/
titubear	/tituβeaɾ/
titubeo	/tituβeo/
titubeos	/tituβeos/
titula	/titula/
titulaba	/titulaβa/
titulación	/titulaˈθjon/
titulada	/titulaða/
titulado	/titulaðo/
titular	/titulaɾ/
titulares	/titulaɾes/
titularidad	/titulaɾiðað/
título	/ˈtitulo/
tituló	/tituˈlo/
titulo	/titulo/
títulos	/ˈtitulos/
tiza	/tiθa/
tizas	/tiθas/
to	/to/
toa	/toa/
toad	/toað/
toalla	/toaʎa/
toallas	/toaʎas/
toallero	/toaʎeɾo/
toba	/toβa/
Tobías	/toˈβias/
tobillera	/toβiʎeɾa/
tobilleras	/toβiʎeɾas/
tobillo	/toβiʎo/
tobillos	/toβiʎos/
toca	/toka/
tocaba	/tokaβa/
tocábamos	/toˈkaβamos/
tocaban	/tokaβan/
tocabas	/tokaβas/
tocad	/tokað/
tocada	/tokaða/
tocadas	/tokaðas/
tocado	/tokaðo/
tocador	/tokaðoɾ/
tocados	/tokaðos/
tocáis	/toˈkais/
tocamos	/tokamos/
tocan	/tokan/
tocando	/tokando/
tocándola	/toˈkandola/
tocándolo	/toˈkandolo/
tocándome	/toˈkandome/
tocándose	/toˈkandose/
tocándote	/toˈkandote/
tocante	/tokante/
tocar	/tokaɾ/
tocará	/tokaˈɾa/
tocara	/tokaɾa/
tocáramos	/toˈkaɾamos/
tocarán	/tokaˈɾan/
tocaran	/tokaɾan/
tocarás	/tokaˈɾas/
tocaras	/tokaɾas/
tocaré	/tokaˈɾe/
tocare	/tokaɾe/
tocaremos	/tokaɾemos/
tocaría	/tokaˈɾia/
tocarían	/tokaˈɾian/
tocarías	/tokaˈɾias/
tocarla	/tokaɾla/
tocarlas	/tokaɾlas/
tocarle	/tokaɾle/
tocarles	/tokaɾles/
tocarlo	/tokaɾlo/
tocarlos	/tokaɾlos/
tocarme	/tokaɾme/
tocarnos	/tokaɾnos/
tocaron	/tokaɾon/
tocarse	/tokaɾse/
tocarte	/tokaɾte/
tocas	/tokas/
tocase	/tokase/
tocaste	/tokaste/
tocayo	/tokaʝo/
tocho	/totʃo/
tocino	/toθino/
tocó	/toˈko/
toco	/toko/
tocón	/toˈkon/
toda	/toða/
todas	/toðas/
todavía	/toðaˈβia/
todo	/toðo/
todopoderosa	/toðopoðeɾosa/
todopoderoso	/toðopoðeɾoso/
todopoderosos	/toðopoðeɾosos/
todos	/toðos/
toe	/toe/
toga	/toɣa/
togas	/toɣas/
tojo	/toxo/
token	/token/
toldo	/toldo/
toldos	/toldos/
toledo	/toleðo/
tolera	/toleɾa/
toleraba	/toleɾaβa/
tolerable	/toleɾaβle/
tolerada	/toleɾaða/
tolerado	/toleɾaðo/
toleramos	/toleɾamos/
toleran	/toleɾan/
tolerancia	/toleɾanθja/
tolerando	/toleɾando/
tolerante	/toleɾante/
tolerantes	/toleɾantes/
tolerar	/toleɾaɾ/
tolerará	/toleɾaˈɾa/
tolerarán	/toleɾaˈɾan/
toleraré	/toleɾaˈɾe/
toleraremos	/toleɾaɾemos/
toleraría	/toleɾaˈɾia/
tolerarlo	/toleɾaɾlo/
toleras	/toleɾas/
toleré	/toleˈɾe/
tolere	/toleɾe/
toleró	/toleˈɾo/
tolero	/toleɾo/
tolo	/tolo/
tolón	/toˈlon/
tolva	/tolβa/
toma	/toma/
tomaba	/tomaβa/
tomábamos	/toˈmaβamos/
tomaban	/tomaβan/
tomabas	/tomaβas/
tomad	/tomað/
tomada	/tomaða/
tomadas	/tomaðas/
tomado	/tomaðo/
tomador	/tomaðoɾ/
tomados	/tomaðos/
tomadura	/tomaðuɾa/
tomáis	/toˈmais/
tomamos	/tomamos/
toman	/toman/
tomando	/tomando/
tomándola	/toˈmandola/
tomándolas	/toˈmandolas/
tomándole	/toˈmandole/
tomándolo	/toˈmandolo/
tomándome	/toˈmandome/
tomándonos	/toˈmandonos/
tomándose	/toˈmandose/
tomándote	/toˈmandote/
tomar	/tomaɾ/
tomará	/tomaˈɾa/
tomara	/tomaɾa/
tomáramos	/toˈmaɾamos/
tomarán	/tomaˈɾan/
tomaran	/tomaɾan/
tomarás	/tomaˈɾas/
tomaras	/tomaɾas/
tomaré	/tomaˈɾe/
tomare	/tomaɾe/
tomaréis	/tomaˈɾeis/
tomaremos	/tomaɾemos/
tomaría	/tomaˈɾia/
tomaríamos	/tomaˈɾiamos/
tomarían	/tomaˈɾian/
tomarías	/tomaˈɾias/
tomarla	/tomaɾla/
tomarlas	/tomaɾlas/
tomarle	/tomaɾle/
tomarles	/tomaɾles/
tomarlo	/tomaɾlo/
tomarlos	/tomaɾlos/
tomarme	/tomaɾme/
tomármelo	/toˈmaɾmelo/
tomarnos	/tomaɾnos/
tomárnoslo	/toˈmaɾnozlo/
tomaron	/tomaɾon/
tomaros	/tomaɾos/
tomarse	/tomaɾse/
tomárselo	/toˈmaɾselo/
tomarte	/tomaɾte/
tomártelo	/toˈmaɾtelo/
Tomás	/toˈmas/
tomas	/tomas/
tomase	/tomase/
tomases	/tomases/
tomaste	/tomaste/
tomasteis	/tomasteis/
tomate	/tomate/
tómatelo	/ˈtomatelo/
tomates	/tomates/
tomé	/toˈme/
tome	/tome/
toméis	/toˈmeis/
tomemos	/tomemos/
tomen	/tomen/
tomes	/tomes/
tómese	/ˈtomese/
tomillo	/tomiʎo/
tomó	/toˈmo/
tomo	/tomo/
tomos	/tomos/
ton	/ton/
tonada	/tonaða/
tonalidad	/tonaliðað/
tonalidades	/tonaliðaðes/
tonel	/tonel/
tonelada	/tonelaða/
toneladas	/tonelaðas/
tonelaje	/tonelaxe/
toneles	/toneles/
tones	/tones/
tonga	/toŋga/
tongo	/toŋgo/
tónica	/ˈtonika/
tónico	/ˈtoniko/
tono	/tono/
tonos	/tonos/
tonta	/tonta/
tontaina	/tontaina/
tontainas	/tontainas/
tontamente	/tontamente/
tontas	/tontas/
tonteando	/tonteando/
tontear	/tonteaɾ/
tonteo	/tonteo/
tontera	/tonteɾa/
tonteras	/tonteɾas/
tontería	/tonteˈɾia/
tonterías	/tonteˈɾias/
tontina	/tontina/
tontito	/tontito/
tonto	/tonto/
tontos	/tontos/
tontuelo	/tontwelo/
too	/too/
topa	/topa/
topacio	/topaθjo/
topado	/topaðo/
topadora	/topaðoɾa/
topamos	/topamos/
topan	/topan/
topar	/topaɾ/
toparme	/topaɾme/
toparnos	/topaɾnos/
toparon	/topaɾon/
toparse	/topaɾse/
toparte	/topaɾte/
topas	/topas/
topaste	/topaste/
topé	/toˈpe/
tope	/tope/
topemos	/topemos/
topes	/topes/
tópico	/ˈtopiko/
tópicos	/ˈtopikos/
topó	/toˈpo/
topo	/topo/
topografía	/topoɣɾaˈfia/
topográfico	/topoˈɣɾafiko/
topógrafo	/toˈpoɣɾafo/
topógrafos	/toˈpoɣɾafos/
topos	/topos/
toqué	/toˈke/
toque	/toke/
toquéis	/toˈkeis/
toquemos	/tokemos/
toquen	/token/
toques	/tokes/
toqueteando	/toketeando/
toquetear	/toketeaɾ/
toqueteo	/toketeo/
tora	/toɾa/
torácica	/toˈɾaθika/
torácicas	/toˈɾaθikas/
torácico	/toˈɾaθiko/
torácicos	/toˈɾaθikos/
tórax	/ˈtoɾaks/
torbellino	/toɾβeʎino/
torcedura	/toɾθeðuɾa/
torcer	/toɾθeɾ/
torcerse	/toɾθeɾse/
torcí	/toˈɾθi/
torcida	/toɾθiða/
torcidas	/toɾθiðas/
torcido	/toɾθiðo/
torcidos	/toɾθiðos/
torciendo	/toɾθjendo/
torcieron	/toɾθjeɾon/
torció	/toˈɾθjo/
torciste	/toɾθiste/
tordo	/toɾðo/
torear	/toɾeaɾ/
toreo	/toɾeo/
torero	/toɾeɾo/
toreros	/toɾeɾos/
torgo	/toɾɣo/
torio	/toɾjo/
torito	/toɾito/
tormenta	/toɾmenta/
tormentas	/toɾmentas/
tormento	/toɾmento/
tormentos	/toɾmentos/
tormentosa	/toɾmentosa/
tormentosas	/toɾmentosas/
tormentoso	/toɾmentoso/
tormentosos	/toɾmentosos/
torna	/toɾna/
tornado	/toɾnaðo/
tornados	/toɾnaðos/
tornan	/toɾnan/
tornando	/toɾnando/
tornar	/toɾnaɾ/
tornaron	/toɾnaɾon/
tornarse	/toɾnaɾse/
tornas	/toɾnas/
torne	/toɾne/
torneo	/toɾneo/
torneos	/toɾneos/
tornillo	/toɾniʎo/
tornillos	/toɾniʎos/
torniquete	/toɾnikete/
torniquetes	/toɾniketes/
tornó	/toˈɾno/
torno	/toɾno/
toro	/toɾo/
toronja	/toɾoŋxa/
toros	/toɾos/
torpe	/toɾpe/
torpedeado	/toɾpeðeaðo/
torpedero	/toɾpeðeɾo/
torpederos	/toɾpeðeɾos/
torpedo	/toɾpeðo/
torpedos	/toɾpeðos/
torpemente	/toɾpemente/
torpes	/toɾpes/
torpeza	/toɾpeθa/
torre	/tore/
torrencial	/torenθjal/
torrenciales	/torenθjales/
torrente	/torente/
torrentes	/torentes/
torreón	/toreˈon/
torres	/tores/
tórrida	/ˈtoriða/
tórrido	/ˈtoriðo/
torsión	/toˈɾsjon/
torso	/toɾso/
torsos	/toɾsos/
torta	/toɾta/
tortas	/toɾtas/
tortazo	/toɾtaθo/
tortícolis	/toˈɾtikolis/
tortilla	/toɾtiʎa/
tortillas	/toɾtiʎas/
tortita	/toɾtita/
tortitas	/toɾtitas/
tórtola	/ˈtoɾtola/
tórtolas	/ˈtoɾtolas/
tortolitos	/toɾtolitos/
tórtolos	/ˈtoɾtolos/
tortuga	/toɾtuɣa/
tortugas	/toɾtuɣas/
tortuosa	/toɾtwosa/
tortuoso	/toɾtwoso/
tortuosos	/toɾtwosos/
tortura	/toɾtuɾa/
torturaba	/toɾtuɾaβa/
torturaban	/toɾtuɾaβan/
torturada	/toɾtuɾaða/
torturadas	/toɾtuɾaðas/
torturado	/toɾtuɾaðo/
torturador	/toɾtuɾaðoɾ/
torturadores	/toɾtuɾaðoɾes/
torturados	/toɾtuɾaðos/
torturamos	/toɾtuɾamos/
torturan	/toɾtuɾan/
torturando	/toɾtuɾando/
torturar	/toɾtuɾaɾ/
torturará	/toɾtuɾaˈɾa/
torturarán	/toɾtuɾaˈɾan/
torturaran	/toɾtuɾaɾan/
torturaré	/toɾtuɾaˈɾe/
torturaron	/toɾtuɾaɾon/
torturas	/toɾtuɾas/
torturaste	/toɾtuɾaste/
torturé	/toɾtuˈɾe/
torture	/toɾtuɾe/
torturen	/toɾtuɾen/
tortures	/toɾtuɾes/
torturó	/toɾtuˈɾo/
torturo	/toɾtuɾo/
tos	/tos/
tosa	/tosa/
tosca	/toska/
toscana	/toskana/
toscano	/toskano/
toscas	/toskas/
tosco	/tosko/
toscos	/toskos/
tose	/tose/
toser	/toseɾ/
toses	/toses/
tosía	/toˈsia/
tosido	/tosiðo/
tosiendo	/tosjendo/
tosió	/toˈsjo/
toso	/toso/
tostada	/tostaða/
tostadas	/tostaðas/
tostado	/tostaðo/
tostador	/tostaðoɾ/
tostadora	/tostaðoɾa/
tostadoras	/tostaðoɾas/
tostados	/tostaðos/
tostar	/tostaɾ/
tostón	/toˈston/
total	/total/
totales	/totales/
totalidad	/totaliðað/
totalitario	/totalitaɾjo/
totalitarismo	/totalitaɾizmo/
totalmente	/totalmente/
tóxica	/ˈtoksika/
toxica	/toksika/
tóxicas	/ˈtoksikas/
toxicidad	/toksiθiðað/
tóxico	/ˈtoksiko/
toxico	/toksiko/
toxicología	/toksikoloˈxia/
toxicológico	/toksikoˈloxiko/
toxicológicos	/toksikoˈloxikos/
tóxicos	/ˈtoksikos/
toxina	/toksina/
toxinas	/toksinas/
tozuda	/toθuða/
tozudo	/toθuðo/
traba	/tɾaβa/
trabada	/tɾaβaða/
trabadas	/tɾaβaðas/
trabado	/tɾaβaðo/
trabados	/tɾaβaðos/
trabaja	/tɾaβaxa/
trabajaba	/tɾaβaxaβa/
trabajábamos	/tɾaβaˈxaβamos/
trabajaban	/tɾaβaxaβan/
trabajabas	/tɾaβaxaβas/
trabajad	/tɾaβaxað/
trabajada	/tɾaβaxaða/
trabajado	/tɾaβaxaðo/
trabajador	/tɾaβaxaðoɾ/
trabajadora	/tɾaβaxaðoɾa/
trabajadoras	/tɾaβaxaðoɾas/
trabajadores	/tɾaβaxaðoɾes/
trabajáis	/tɾaβaˈxais/
trabajamos	/tɾaβaxamos/
trabajan	/tɾaβaxan/
trabajando	/tɾaβaxando/
trabajar	/tɾaβaxaɾ/
trabajará	/tɾaβaxaˈɾa/
trabajara	/tɾaβaxaɾa/
trabajáramos	/tɾaβaˈxaɾamos/
trabajarán	/tɾaβaxaˈɾan/
trabajaran	/tɾaβaxaɾan/
trabajarás	/tɾaβaxaˈɾas/
trabajaras	/tɾaβaxaɾas/
trabajaré	/tɾaβaxaˈɾe/
trabajare	/tɾaβaxaɾe/
trabajaréis	/tɾaβaxaˈɾeis/
trabajaremos	/tɾaβaxaɾemos/
trabajaría	/tɾaβaxaˈɾia/
trabajaríamos	/tɾaβaxaˈɾiamos/
trabajarían	/tɾaβaxaˈɾian/
trabajarías	/tɾaβaxaˈɾias/
trabajarla	/tɾaβaxaɾla/
trabajarlo	/tɾaβaxaɾlo/
trabajaron	/tɾaβaxaɾon/
trabajas	/tɾaβaxas/
trabajase	/tɾaβaxase/
trabajaste	/tɾaβaxaste/
trabajé	/tɾaβaˈxe/
trabaje	/tɾaβaxe/
trabajéis	/tɾaβaˈxeis/
trabajemos	/tɾaβaxemos/
trabajen	/tɾaβaxen/
trabajes	/tɾaβaxes/
trabajito	/tɾaβaxito/
trabajitos	/tɾaβaxitos/
trabajó	/tɾaβaˈxo/
trabajo	/tɾaβaxo/
trabajos	/tɾaβaxos/
trabalenguas	/tɾaβaleŋgwas/
trabando	/tɾaβando/
trabar	/tɾaβaɾ/
trabas	/tɾaβas/
trabe	/tɾaβe/
traben	/tɾaβen/
trabes	/tɾaβes/
trabó	/tɾaˈβo/
trabo	/tɾaβo/
trabuco	/tɾaβuko/
tracción	/tɾaˈkθjon/
tracé	/tɾaˈθe/
trace	/tɾaθe/
tracia	/tɾaθja/
tracto	/tɾakto/
tractor	/tɾaktoɾ/
tractores	/tɾaktoɾes/
tradición	/tɾaðiˈθjon/
tradicional	/tɾaðiθjonal/
tradicionales	/tɾaðiθjonales/
tradicionalista	/tɾaðiθjonalista/
tradicionalmente	/tɾaðiθjonalmente/
tradiciones	/tɾaðiθjones/
traducción	/tɾaðuˈkθjon/
traducciones	/tɾaðukθjones/
traduce	/tɾaðuθe/
traducen	/tɾaðuθen/
traduces	/tɾaðuθes/
traducida	/tɾaðuθiða/
traducido	/tɾaðuθiðo/
traducidos	/tɾaðuθiðos/
traduciendo	/tɾaðuθjendo/
traducir	/tɾaðuθiɾ/
traducirá	/tɾaðuθiˈɾa/
traduciré	/tɾaðuθiˈɾe/
traducirla	/tɾaðuθiɾla/
traducirlo	/tɾaðuθiɾlo/
traductor	/tɾaðuktoɾ/
traductora	/tɾaðuktoɾa/
traductores	/tɾaðuktoɾes/
traduje	/tɾaðuxe/
tradujo	/tɾaðuxo/
traduzca	/tɾaðuθka/
traduzcas	/tɾaðuθkas/
traduzco	/tɾaðuθko/
trae	/tɾae/
traed	/tɾaeð/
traéis	/tɾaˈeis/
traemos	/tɾaemos/
traen	/tɾaen/
traer	/tɾaeɾ/
traerá	/tɾaeˈɾa/
traerán	/tɾaeˈɾan/
traerás	/tɾaeˈɾas/
traeré	/tɾaeˈɾe/
traeremos	/tɾaeɾemos/
traería	/tɾaeˈɾia/
traeríamos	/tɾaeˈɾiamos/
traerían	/tɾaeˈɾian/
traerías	/tɾaeˈɾias/
traerla	/tɾaeɾla/
traerlas	/tɾaeɾlas/
traerle	/tɾaeɾle/
traerles	/tɾaeɾles/
traerlo	/tɾaeɾlo/
traerlos	/tɾaeɾlos/
traerme	/tɾaeɾme/
traérmela	/tɾaˈeɾmela/
traérmelo	/tɾaˈeɾmelo/
traernos	/tɾaeɾnos/
traeros	/tɾaeɾos/
traerse	/tɾaeɾse/
traérselo	/tɾaˈeɾselo/
traerte	/tɾaeɾte/
traértela	/tɾaˈeɾtela/
traértelo	/tɾaˈeɾtelo/
traes	/tɾaes/
trafica	/tɾafika/
traficaba	/tɾafikaβa/
trafican	/tɾafikan/
traficando	/tɾafikando/
traficante	/tɾafikante/
traficantes	/tɾafikantes/
traficar	/tɾafikaɾ/
traficas	/tɾafikas/
trafico	/tɾafiko/
tráfico	/ˈtɾafiko/
traga	/tɾaɣa/
tragaba	/tɾaɣaβa/
tragada	/tɾaɣaða/
tragado	/tɾaɣaðo/
tragados	/tɾaɣaðos/
tragaluz	/tɾaɣaluθ/
tragamos	/tɾaɣamos/
tragan	/tɾaɣan/
tragando	/tɾaɣando/
tragándose	/tɾaˈɣandose/
tragar	/tɾaɣaɾ/
tragará	/tɾaɣaˈɾa/
tragara	/tɾaɣaɾa/
tragarán	/tɾaɣaˈɾan/
tragarás	/tɾaɣaˈɾas/
tragaré	/tɾaɣaˈɾe/
tragaría	/tɾaɣaˈɾia/
tragarla	/tɾaɣaɾla/
tragarlo	/tɾaɣaɾlo/
tragarme	/tɾaɣaɾme/
tragarnos	/tɾaɣaɾnos/
tragaron	/tɾaɣaɾon/
tragarse	/tɾaɣaɾse/
tragarte	/tɾaɣaɾte/
tragas	/tɾaɣas/
tragaste	/tɾaɣaste/
tragedia	/tɾaxeðja/
tragedias	/tɾaxeðjas/
trágica	/ˈtɾaxika/
trágicamente	/ˈtɾaxikamente/
trágicas	/ˈtɾaxikas/
trágico	/ˈtɾaxiko/
trágicos	/ˈtɾaxikos/
tragó	/tɾaˈɣo/
trago	/tɾaɣo/
tragón	/tɾaˈɣon/
tragos	/tɾaɣos/
tragué	/tɾaˈɣe/
trague	/tɾaɣe/
traguen	/tɾaɣen/
tragues	/tɾaɣes/
traía	/tɾaˈia/
traíamos	/tɾaˈiamos/
traían	/tɾaˈian/
traías	/tɾaˈias/
traición	/tɾaiˈθjon/
traiciona	/tɾaiθjona/
traicionaba	/tɾaiθjonaβa/
traicionada	/tɾaiθjonaða/
traicionado	/tɾaiθjonaðo/
traicionados	/tɾaiθjonaðos/
traicionamos	/tɾaiθjonamos/
traicionan	/tɾaiθjonan/
traicionando	/tɾaiθjonando/
traicionándome	/tɾaiθjoˈnandome/
traicionar	/tɾaiθjonaɾ/
traicionará	/tɾaiθjonaˈɾa/
traicionara	/tɾaiθjonaɾa/
traicionarán	/tɾaiθjonaˈɾan/
traicionarás	/tɾaiθjonaˈɾas/
traicionaras	/tɾaiθjonaɾas/
traicionaré	/tɾaiθjonaˈɾe/
traicionaría	/tɾaiθjonaˈɾia/
traicionarías	/tɾaiθjonaˈɾias/
traicionarla	/tɾaiθjonaɾla/
